[17:11:26] Starting load test
[17:11:26] MIG Config: all-7g.40gb
[17:11:26] Ollama Replicas: 7
[17:11:26] Total requests: 300
[17:11:26] Concurrency: 300
[17:11:26] Output tokens (effort): 25
[17:11:26] Prometheus URL: http://10.146.0.55:30090
[17:11:26] DCGM/Prometheus nominal sample interval: 5s
[17:11:26] Delayed activity wait timeout: 25s
[17:11:26] Checking required DCGM metrics
Prometheus preflight OK (DCGM_FI_PROF_GR_ENGINE_ACTIVE=1, DCGM_FI_PROF_DRAM_ACTIVE=1, DCGM_FI_DEV_FB_USED=1, DCGM_FI_DEV_FB_FREE=1, DCGM_FI_DEV_POWER_USAGE=1)
[17:11:26] REQUEST: 1 - STARTED in background (active_jobs=1)
[17:11:26] REQUEST: 2 - STARTED in background (active_jobs=2)
[17:11:26] REQUEST: 3 - STARTED in background (active_jobs=3)
[17:11:26] REQUEST: 4 - STARTED in background (active_jobs=4)
[17:11:26] REQUEST: 5 - STARTED in background (active_jobs=5)
[17:11:26] REQUEST: 6 - STARTED in background (active_jobs=6)
[17:11:26] REQUEST: 7 - STARTED in background (active_jobs=7)
[17:11:26] REQUEST: 8 - STARTED in background (active_jobs=8)
[17:11:26] REQUEST: 9 - STARTED in background (active_jobs=9)
[17:11:26] REQUEST: 10 - STARTED in background (active_jobs=10)
[17:11:26] REQUEST: 11 - STARTED in background (active_jobs=11)
[17:11:26] REQUEST: 12 - STARTED in background (active_jobs=12)
[17:11:26] REQUEST: 13 - STARTED in background (active_jobs=13)
[17:11:26] REQUEST: 14 - STARTED in background (active_jobs=14)
[17:11:26] REQUEST: 15 - STARTED in background (active_jobs=15)
[17:11:26] REQUEST: 16 - STARTED in background (active_jobs=16)
[17:11:26] REQUEST: 17 - STARTED in background (active_jobs=17)
[17:11:26] REQUEST: 18 - STARTED in background (active_jobs=18)
[17:11:26] REQUEST: 19 - STARTED in background (active_jobs=19)
[17:11:26] REQUEST: 20 - STARTED in background (active_jobs=20)
[17:11:26] REQUEST: 21 - STARTED in background (active_jobs=21)
[17:11:26] REQUEST: 22 - STARTED in background (active_jobs=22)
[17:11:26] REQUEST: 23 - STARTED in background (active_jobs=23)
[17:11:26] REQUEST: 24 - STARTED in background (active_jobs=24)
[17:11:26] REQUEST: 25 - STARTED in background (active_jobs=25)
[17:11:26] REQUEST: 26 - STARTED in background (active_jobs=26)
[17:11:26] REQUEST: 27 - STARTED in background (active_jobs=27)
[17:11:26] REQUEST: 28 - STARTED in background (active_jobs=28)
[17:11:26] REQUEST: 29 - STARTED in background (active_jobs=29)
[17:11:26] REQUEST: 30 - STARTED in background (active_jobs=30)
[17:11:26] REQUEST: 31 - STARTED in background (active_jobs=31)
[17:11:26] REQUEST: 32 - STARTED in background (active_jobs=32)
[17:11:26] REQUEST: 33 - STARTED in background (active_jobs=33)
[17:11:26] REQUEST: 34 - STARTED in background (active_jobs=34)
[17:11:26] REQUEST: 35 - STARTED in background (active_jobs=35)
[17:11:26] REQUEST: 36 - STARTED in background (active_jobs=36)
[17:11:26] REQUEST: 37 - STARTED in background (active_jobs=37)
[17:11:26] REQUEST: 38 - STARTED in background (active_jobs=38)
[17:11:26] REQUEST: 39 - STARTED in background (active_jobs=39)
[17:11:26] REQUEST: 40 - STARTED in background (active_jobs=40)
[17:11:26] REQUEST: 41 - STARTED in background (active_jobs=41)
[17:11:26] REQUEST: 42 - STARTED in background (active_jobs=42)
[17:11:26] REQUEST: 43 - STARTED in background (active_jobs=43)
[17:11:26] REQUEST: 44 - STARTED in background (active_jobs=44)
[17:11:26] REQUEST: 45 - STARTED in background (active_jobs=45)
[17:11:26] REQUEST: 46 - STARTED in background (active_jobs=46)
[17:11:26] REQUEST: 47 - STARTED in background (active_jobs=47)
[17:11:26] REQUEST: 48 - STARTED in background (active_jobs=48)
[17:11:26] REQUEST: 49 - STARTED in background (active_jobs=49)
[17:11:26] REQUEST: 50 - STARTED in background (active_jobs=50)
[17:11:26] REQUEST: 51 - STARTED in background (active_jobs=51)
[17:11:26] REQUEST: 52 - STARTED in background (active_jobs=52)
[17:11:26] REQUEST: 53 - STARTED in background (active_jobs=53)
[17:11:26] REQUEST: 54 - STARTED in background (active_jobs=54)
[17:11:26] REQUEST: 55 - STARTED in background (active_jobs=55)
[17:11:26] REQUEST: 56 - STARTED in background (active_jobs=56)
[17:11:26] REQUEST: 57 - STARTED in background (active_jobs=57)
[17:11:26] REQUEST: 58 - STARTED in background (active_jobs=58)
[17:11:26] REQUEST: 59 - STARTED in background (active_jobs=59)
[17:11:26] REQUEST: 60 - STARTED in background (active_jobs=60)
[17:11:26] REQUEST: 61 - STARTED in background (active_jobs=61)
[17:11:26] REQUEST: 62 - STARTED in background (active_jobs=62)
[17:11:26] REQUEST: 63 - STARTED in background (active_jobs=63)
[17:11:26] REQUEST: 64 - STARTED in background (active_jobs=64)
[17:11:26] REQUEST: 65 - STARTED in background (active_jobs=65)
[17:11:26] REQUEST: 66 - STARTED in background (active_jobs=66)
[17:11:26] REQUEST: 67 - STARTED in background (active_jobs=67)
[17:11:26] REQUEST: 68 - STARTED in background (active_jobs=68)
[17:11:26] REQUEST: 69 - STARTED in background (active_jobs=69)
[17:11:26] REQUEST: 70 - STARTED in background (active_jobs=70)
[17:11:26] REQUEST: 71 - STARTED in background (active_jobs=71)
[17:11:26] REQUEST: 72 - STARTED in background (active_jobs=72)
[17:11:26] REQUEST: 73 - STARTED in background (active_jobs=73)
[17:11:26] REQUEST: 74 - STARTED in background (active_jobs=74)
[17:11:26] REQUEST: 75 - STARTED in background (active_jobs=75)
[17:11:26] REQUEST: 76 - STARTED in background (active_jobs=76)
[17:11:26] REQUEST: 77 - STARTED in background (active_jobs=77)
[17:11:26] REQUEST: 78 - STARTED in background (active_jobs=78)
[17:11:26] REQUEST: 79 - STARTED in background (active_jobs=79)
[17:11:26] REQUEST: 80 - STARTED in background (active_jobs=80)
[17:11:26] REQUEST: 81 - STARTED in background (active_jobs=81)
[17:11:26] REQUEST: 82 - STARTED in background (active_jobs=82)
[17:11:26] REQUEST: 83 - STARTED in background (active_jobs=83)
[17:11:26] REQUEST: 84 - STARTED in background (active_jobs=84)
[17:11:26] REQUEST: 85 - STARTED in background (active_jobs=85)
[17:11:26] REQUEST: 86 - STARTED in background (active_jobs=86)
[17:11:26] REQUEST: 87 - STARTED in background (active_jobs=87)
[17:11:26] REQUEST: 88 - STARTED in background (active_jobs=88)
[17:11:26] REQUEST: 89 - STARTED in background (active_jobs=89)
[17:11:26] REQUEST: 90 - STARTED in background (active_jobs=90)
[17:11:26] REQUEST: 91 - STARTED in background (active_jobs=91)
[17:11:26] REQUEST: 92 - STARTED in background (active_jobs=92)
[17:11:26] REQUEST: 93 - STARTED in background (active_jobs=93)
[17:11:26] REQUEST: 94 - STARTED in background (active_jobs=94)
[17:11:26] REQUEST: 95 - STARTED in background (active_jobs=95)
[17:11:26] REQUEST: 96 - STARTED in background (active_jobs=96)
[17:11:26] REQUEST: 97 - STARTED in background (active_jobs=97)
[17:11:26] REQUEST: 98 - STARTED in background (active_jobs=98)
[17:11:26] REQUEST: 99 - STARTED in background (active_jobs=99)
[17:11:26] REQUEST: 100 - STARTED in background (active_jobs=100)
[17:11:26] REQUEST: 101 - STARTED in background (active_jobs=101)
[17:11:26] REQUEST: 102 - STARTED in background (active_jobs=102)
[17:11:26] REQUEST: 103 - STARTED in background (active_jobs=103)
[17:11:26] REQUEST: 104 - STARTED in background (active_jobs=104)
[17:11:26] REQUEST: 105 - STARTED in background (active_jobs=105)
[17:11:27] REQUEST: 106 - STARTED in background (active_jobs=106)
[17:11:27] REQUEST: 107 - STARTED in background (active_jobs=107)
[17:11:27] REQUEST: 108 - STARTED in background (active_jobs=108)
[17:11:27] REQUEST: 109 - STARTED in background (active_jobs=109)
[17:11:27] REQUEST: 110 - STARTED in background (active_jobs=110)
[17:11:27] REQUEST: 111 - STARTED in background (active_jobs=111)
[17:11:27] REQUEST: 112 - STARTED in background (active_jobs=112)
[17:11:27] REQUEST: 113 - STARTED in background (active_jobs=113)
[17:11:27] REQUEST: 114 - STARTED in background (active_jobs=114)
[17:11:27] REQUEST: 115 - STARTED in background (active_jobs=115)
[17:11:27] REQUEST: 116 - STARTED in background (active_jobs=116)
[17:11:27] REQUEST: 117 - STARTED in background (active_jobs=117)
[17:11:27] REQUEST: 118 - STARTED in background (active_jobs=118)
[17:11:27] REQUEST: 119 - STARTED in background (active_jobs=119)
[17:11:27] REQUEST: 120 - STARTED in background (active_jobs=120)
[17:11:27] REQUEST: 121 - STARTED in background (active_jobs=121)
[17:11:27] REQUEST: 122 - STARTED in background (active_jobs=122)
[17:11:27] REQUEST: 123 - STARTED in background (active_jobs=123)
[17:11:27] REQUEST: 124 - STARTED in background (active_jobs=124)
[17:11:27] REQUEST: 125 - STARTED in background (active_jobs=125)
[17:11:27] REQUEST: 126 - STARTED in background (active_jobs=126)
[17:11:27] REQUEST: 127 - STARTED in background (active_jobs=127)
[17:11:27] REQUEST: 2 - COMPLETED
[17:11:27] REQUEST: 128 - STARTED in background (active_jobs=128)
[17:11:27] REQUEST: 129 - STARTED in background (active_jobs=129)
[17:11:27] REQUEST: 130 - STARTED in background (active_jobs=130)
[17:11:27] REQUEST: 131 - STARTED in background (active_jobs=131)
[17:11:27] REQUEST: 132 - STARTED in background (active_jobs=132)
[17:11:27] REQUEST: 133 - STARTED in background (active_jobs=133)
[17:11:27] REQUEST: 134 - STARTED in background (active_jobs=134)
[17:11:27] REQUEST: 135 - STARTED in background (active_jobs=135)
[17:11:27] REQUEST: 136 - STARTED in background (active_jobs=136)
[17:11:27] REQUEST: 137 - STARTED in background (active_jobs=137)
[17:11:27] REQUEST: 138 - STARTED in background (active_jobs=138)
[17:11:27] REQUEST: 139 - STARTED in background (active_jobs=139)
[17:11:27] REQUEST: 140 - STARTED in background (active_jobs=140)
[17:11:27] REQUEST: 141 - STARTED in background (active_jobs=141)
[17:11:27] REQUEST: 142 - STARTED in background (active_jobs=142)
[17:11:27] REQUEST: 143 - STARTED in background (active_jobs=143)
[17:11:27] REQUEST: 144 - STARTED in background (active_jobs=144)
[17:11:27] REQUEST: 145 - STARTED in background (active_jobs=145)
[17:11:27] REQUEST: 146 - STARTED in background (active_jobs=146)
[17:11:27] REQUEST: 147 - STARTED in background (active_jobs=147)
[17:11:27] REQUEST: 148 - STARTED in background (active_jobs=148)
[17:11:27] REQUEST: 149 - STARTED in background (active_jobs=149)
[17:11:27] REQUEST: 150 - STARTED in background (active_jobs=150)
[17:11:27] REQUEST: 151 - STARTED in background (active_jobs=151)
[17:11:27] REQUEST: 152 - STARTED in background (active_jobs=152)
[17:11:27] REQUEST: 153 - STARTED in background (active_jobs=153)
[17:11:27] REQUEST: 154 - STARTED in background (active_jobs=154)
[17:11:27] REQUEST: 155 - STARTED in background (active_jobs=155)
[17:11:27] REQUEST: 156 - STARTED in background (active_jobs=156)
[17:11:27] REQUEST: 157 - STARTED in background (active_jobs=157)
[17:11:27] REQUEST: 158 - STARTED in background (active_jobs=158)
[17:11:27] REQUEST: 159 - STARTED in background (active_jobs=159)
[17:11:27] REQUEST: 160 - STARTED in background (active_jobs=160)
[17:11:27] REQUEST: 161 - STARTED in background (active_jobs=161)
[17:11:27] REQUEST: 162 - STARTED in background (active_jobs=162)
[17:11:27] REQUEST: 163 - STARTED in background (active_jobs=163)
[17:11:27] REQUEST: 164 - STARTED in background (active_jobs=164)
[17:11:27] REQUEST: 165 - STARTED in background (active_jobs=165)
[17:11:27] REQUEST: 166 - STARTED in background (active_jobs=166)
[17:11:27] REQUEST: 167 - STARTED in background (active_jobs=167)
[17:11:27] REQUEST: 168 - STARTED in background (active_jobs=168)
[17:11:27] REQUEST: 169 - STARTED in background (active_jobs=169)
[17:11:27] REQUEST: 170 - STARTED in background (active_jobs=170)
[17:11:27] REQUEST: 171 - STARTED in background (active_jobs=171)
[17:11:27] REQUEST: 172 - STARTED in background (active_jobs=172)
[17:11:27] REQUEST: 173 - STARTED in background (active_jobs=173)
[17:11:27] REQUEST: 174 - STARTED in background (active_jobs=174)
[17:11:27] REQUEST: 175 - STARTED in background (active_jobs=175)
[17:11:27] REQUEST: 176 - STARTED in background (active_jobs=176)
[17:11:27] REQUEST: 177 - STARTED in background (active_jobs=177)
[17:11:27] REQUEST: 178 - STARTED in background (active_jobs=178)
[17:11:27] REQUEST: 12 - COMPLETED
[17:11:27] REQUEST: 179 - STARTED in background (active_jobs=179)
[17:11:27] REQUEST: 180 - STARTED in background (active_jobs=180)
[17:11:27] REQUEST: 181 - STARTED in background (active_jobs=181)
[17:11:27] REQUEST: 182 - STARTED in background (active_jobs=182)
[17:11:27] REQUEST: 183 - STARTED in background (active_jobs=183)
[17:11:27] REQUEST: 184 - STARTED in background (active_jobs=184)
[17:11:27] REQUEST: 185 - STARTED in background (active_jobs=185)
[17:11:27] REQUEST: 186 - STARTED in background (active_jobs=186)
[17:11:27] REQUEST: 187 - STARTED in background (active_jobs=187)
[17:11:27] REQUEST: 188 - STARTED in background (active_jobs=188)
[17:11:27] REQUEST: 189 - STARTED in background (active_jobs=189)
[17:11:27] REQUEST: 190 - STARTED in background (active_jobs=190)
[17:11:27] REQUEST: 191 - STARTED in background (active_jobs=191)
[17:11:27] REQUEST: 192 - STARTED in background (active_jobs=192)
[17:11:27] REQUEST: 193 - STARTED in background (active_jobs=193)
[17:11:27] REQUEST: 194 - STARTED in background (active_jobs=194)
[17:11:27] REQUEST: 195 - STARTED in background (active_jobs=195)
[17:11:27] REQUEST: 196 - STARTED in background (active_jobs=196)
[17:11:27] REQUEST: 197 - STARTED in background (active_jobs=197)
[17:11:27] REQUEST: 198 - STARTED in background (active_jobs=198)
[17:11:27] REQUEST: 199 - STARTED in background (active_jobs=199)
[17:11:27] REQUEST: 200 - STARTED in background (active_jobs=200)
[17:11:27] REQUEST: 201 - STARTED in background (active_jobs=201)
[17:11:27] REQUEST: 202 - STARTED in background (active_jobs=202)
[17:11:27] REQUEST: 203 - STARTED in background (active_jobs=203)
[17:11:27] REQUEST: 3 - COMPLETED
[17:11:27] REQUEST: 204 - STARTED in background (active_jobs=204)
[17:11:27] REQUEST: 205 - STARTED in background (active_jobs=205)
[17:11:27] REQUEST: 206 - STARTED in background (active_jobs=206)
[17:11:27] REQUEST: 207 - STARTED in background (active_jobs=207)
[17:11:27] REQUEST: 208 - STARTED in background (active_jobs=208)
[17:11:27] REQUEST: 209 - STARTED in background (active_jobs=209)
[17:11:27] REQUEST: 210 - STARTED in background (active_jobs=210)
[17:11:27] REQUEST: 211 - STARTED in background (active_jobs=211)
[17:11:27] REQUEST: 212 - STARTED in background (active_jobs=212)
[17:11:27] REQUEST: 213 - STARTED in background (active_jobs=213)
[17:11:27] REQUEST: 214 - STARTED in background (active_jobs=214)
[17:11:27] REQUEST: 215 - STARTED in background (active_jobs=215)
[17:11:27] REQUEST: 216 - STARTED in background (active_jobs=216)
[17:11:27] REQUEST: 217 - STARTED in background (active_jobs=217)
[17:11:27] REQUEST: 218 - STARTED in background (active_jobs=218)
[17:11:27] REQUEST: 219 - STARTED in background (active_jobs=219)
[17:11:27] REQUEST: 220 - STARTED in background (active_jobs=220)
[17:11:27] REQUEST: 221 - STARTED in background (active_jobs=221)
[17:11:27] REQUEST: 222 - STARTED in background (active_jobs=222)
[17:11:27] REQUEST: 223 - STARTED in background (active_jobs=223)
[17:11:27] REQUEST: 224 - STARTED in background (active_jobs=224)
[17:11:27] REQUEST: 225 - STARTED in background (active_jobs=225)
[17:11:27] REQUEST: 226 - STARTED in background (active_jobs=226)
[17:11:27] REQUEST: 227 - STARTED in background (active_jobs=227)
[17:11:27] REQUEST: 228 - STARTED in background (active_jobs=228)
[17:11:27] REQUEST: 229 - STARTED in background (active_jobs=229)
[17:11:27] REQUEST: 230 - STARTED in background (active_jobs=230)
[17:11:27] REQUEST: 231 - STARTED in background (active_jobs=231)
[17:11:27] REQUEST: 232 - STARTED in background (active_jobs=232)
[17:11:27] REQUEST: 233 - STARTED in background (active_jobs=233)
[17:11:27] REQUEST: 234 - STARTED in background (active_jobs=234)
[17:11:27] REQUEST: 235 - STARTED in background (active_jobs=235)
[17:11:27] REQUEST: 236 - STARTED in background (active_jobs=236)
[17:11:27] REQUEST: 237 - STARTED in background (active_jobs=237)
[17:11:27] REQUEST: 238 - STARTED in background (active_jobs=238)
[17:11:27] REQUEST: 239 - STARTED in background (active_jobs=239)
[17:11:27] REQUEST: 240 - STARTED in background (active_jobs=240)
[17:11:27] REQUEST: 241 - STARTED in background (active_jobs=241)
[17:11:27] REQUEST: 242 - STARTED in background (active_jobs=242)
[17:11:27] REQUEST: 243 - STARTED in background (active_jobs=243)
[17:11:27] REQUEST: 244 - STARTED in background (active_jobs=244)
[17:11:27] REQUEST: 245 - STARTED in background (active_jobs=245)
[17:11:27] REQUEST: 246 - STARTED in background (active_jobs=246)
[17:11:27] REQUEST: 247 - STARTED in background (active_jobs=247)
[17:11:27] REQUEST: 248 - STARTED in background (active_jobs=248)
[17:11:27] REQUEST: 249 - STARTED in background (active_jobs=249)
[17:11:27] REQUEST: 250 - STARTED in background (active_jobs=250)
[17:11:27] REQUEST: 251 - STARTED in background (active_jobs=251)
[17:11:27] REQUEST: 252 - STARTED in background (active_jobs=252)
[17:11:27] REQUEST: 253 - STARTED in background (active_jobs=253)
[17:11:27] REQUEST: 254 - STARTED in background (active_jobs=254)
[17:11:27] REQUEST: 255 - STARTED in background (active_jobs=255)
[17:11:27] REQUEST: 256 - STARTED in background (active_jobs=256)
[17:11:27] REQUEST: 257 - STARTED in background (active_jobs=257)
[17:11:27] REQUEST: 258 - STARTED in background (active_jobs=258)
[17:11:27] REQUEST: 259 - STARTED in background (active_jobs=259)
[17:11:27] REQUEST: 260 - STARTED in background (active_jobs=260)
[17:11:27] REQUEST: 261 - STARTED in background (active_jobs=261)
[17:11:27] REQUEST: 262 - STARTED in background (active_jobs=262)
[17:11:27] REQUEST: 263 - STARTED in background (active_jobs=263)
[17:11:27] REQUEST: 264 - STARTED in background (active_jobs=264)
[17:11:27] REQUEST: 265 - STARTED in background (active_jobs=265)
[17:11:27] REQUEST: 266 - STARTED in background (active_jobs=266)
[17:11:27] REQUEST: 267 - STARTED in background (active_jobs=267)
[17:11:27] REQUEST: 268 - STARTED in background (active_jobs=268)
[17:11:27] REQUEST: 269 - STARTED in background (active_jobs=269)
[17:11:27] REQUEST: 270 - STARTED in background (active_jobs=270)
[17:11:27] REQUEST: 271 - STARTED in background (active_jobs=271)
[17:11:27] REQUEST: 272 - STARTED in background (active_jobs=272)
[17:11:27] REQUEST: 273 - STARTED in background (active_jobs=273)
[17:11:27] REQUEST: 274 - STARTED in background (active_jobs=274)
[17:11:27] REQUEST: 275 - STARTED in background (active_jobs=275)
[17:11:27] REQUEST: 276 - STARTED in background (active_jobs=276)
[17:11:27] REQUEST: 277 - STARTED in background (active_jobs=277)
[17:11:27] REQUEST: 5 - COMPLETED
[17:11:27] REQUEST: 278 - STARTED in background (active_jobs=278)
[17:11:27] REQUEST: 279 - STARTED in background (active_jobs=279)
[17:11:27] REQUEST: 280 - STARTED in background (active_jobs=280)
[17:11:27] REQUEST: 281 - STARTED in background (active_jobs=281)
[17:11:27] REQUEST: 282 - STARTED in background (active_jobs=282)
[17:11:27] REQUEST: 283 - STARTED in background (active_jobs=283)
[17:11:27] REQUEST: 284 - STARTED in background (active_jobs=284)
[17:11:27] REQUEST: 285 - STARTED in background (active_jobs=285)
[17:11:27] REQUEST: 286 - STARTED in background (active_jobs=286)
[17:11:27] REQUEST: 287 - STARTED in background (active_jobs=287)
[17:11:27] REQUEST: 288 - STARTED in background (active_jobs=288)
[17:11:27] REQUEST: 289 - STARTED in background (active_jobs=289)
[17:11:27] REQUEST: 290 - STARTED in background (active_jobs=290)
[17:11:27] REQUEST: 291 - STARTED in background (active_jobs=291)
[17:11:27] REQUEST: 292 - STARTED in background (active_jobs=292)
[17:11:27] REQUEST: 293 - STARTED in background (active_jobs=293)
[17:11:27] REQUEST: 294 - STARTED in background (active_jobs=294)
[17:11:27] REQUEST: 295 - STARTED in background (active_jobs=295)
