[16:43:00] Starting load test
[16:43:00] MIG Config: all-1g.5gb
[16:43:00] Ollama Replicas: 7
[16:43:00] Total requests: 500
[16:43:00] Concurrency: 500
[16:43:00] Output tokens (effort): 25
[16:43:00] Prometheus URL: http://10.146.0.55:30090
[16:43:00] DCGM/Prometheus nominal sample interval: 5s
[16:43:00] Delayed activity wait timeout: 25s
[16:43:00] Checking required DCGM metrics
Prometheus preflight OK (DCGM_FI_PROF_GR_ENGINE_ACTIVE=7, DCGM_FI_PROF_DRAM_ACTIVE=7, DCGM_FI_DEV_FB_USED=7, DCGM_FI_DEV_FB_FREE=7, DCGM_FI_DEV_POWER_USAGE=7)
[16:43:00] REQUEST: 1 - STARTED in background (active_jobs=1)
[16:43:00] REQUEST: 2 - STARTED in background (active_jobs=2)
[16:43:00] REQUEST: 3 - STARTED in background (active_jobs=3)
[16:43:00] REQUEST: 4 - STARTED in background (active_jobs=4)
[16:43:00] REQUEST: 5 - STARTED in background (active_jobs=5)
[16:43:00] REQUEST: 6 - STARTED in background (active_jobs=6)
[16:43:00] REQUEST: 7 - STARTED in background (active_jobs=7)
[16:43:00] REQUEST: 8 - STARTED in background (active_jobs=8)
[16:43:00] REQUEST: 9 - STARTED in background (active_jobs=9)
[16:43:00] REQUEST: 10 - STARTED in background (active_jobs=10)
[16:43:00] REQUEST: 11 - STARTED in background (active_jobs=11)
[16:43:00] REQUEST: 12 - STARTED in background (active_jobs=12)
[16:43:00] REQUEST: 13 - STARTED in background (active_jobs=13)
[16:43:00] REQUEST: 14 - STARTED in background (active_jobs=14)
[16:43:00] REQUEST: 15 - STARTED in background (active_jobs=15)
[16:43:00] REQUEST: 16 - STARTED in background (active_jobs=16)
[16:43:00] REQUEST: 17 - STARTED in background (active_jobs=17)
[16:43:00] REQUEST: 18 - STARTED in background (active_jobs=18)
[16:43:00] REQUEST: 19 - STARTED in background (active_jobs=19)
[16:43:00] REQUEST: 20 - STARTED in background (active_jobs=20)
[16:43:00] REQUEST: 21 - STARTED in background (active_jobs=21)
[16:43:00] REQUEST: 22 - STARTED in background (active_jobs=22)
[16:43:00] REQUEST: 23 - STARTED in background (active_jobs=23)
[16:43:00] REQUEST: 24 - STARTED in background (active_jobs=24)
[16:43:00] REQUEST: 25 - STARTED in background (active_jobs=25)
[16:43:00] REQUEST: 26 - STARTED in background (active_jobs=26)
[16:43:00] REQUEST: 27 - STARTED in background (active_jobs=27)
[16:43:00] REQUEST: 28 - STARTED in background (active_jobs=28)
[16:43:00] REQUEST: 29 - STARTED in background (active_jobs=29)
[16:43:00] REQUEST: 30 - STARTED in background (active_jobs=30)
[16:43:00] REQUEST: 31 - STARTED in background (active_jobs=31)
[16:43:00] REQUEST: 32 - STARTED in background (active_jobs=32)
[16:43:00] REQUEST: 33 - STARTED in background (active_jobs=33)
[16:43:00] REQUEST: 34 - STARTED in background (active_jobs=34)
[16:43:00] REQUEST: 35 - STARTED in background (active_jobs=35)
[16:43:00] REQUEST: 36 - STARTED in background (active_jobs=36)
[16:43:00] REQUEST: 37 - STARTED in background (active_jobs=37)
[16:43:00] REQUEST: 38 - STARTED in background (active_jobs=38)
[16:43:00] REQUEST: 39 - STARTED in background (active_jobs=39)
[16:43:00] REQUEST: 40 - STARTED in background (active_jobs=40)
[16:43:00] REQUEST: 41 - STARTED in background (active_jobs=41)
[16:43:00] REQUEST: 42 - STARTED in background (active_jobs=42)
[16:43:00] REQUEST: 43 - STARTED in background (active_jobs=43)
[16:43:00] REQUEST: 44 - STARTED in background (active_jobs=44)
[16:43:00] REQUEST: 45 - STARTED in background (active_jobs=45)
[16:43:00] REQUEST: 46 - STARTED in background (active_jobs=46)
[16:43:00] REQUEST: 47 - STARTED in background (active_jobs=47)
[16:43:00] REQUEST: 48 - STARTED in background (active_jobs=48)
[16:43:00] REQUEST: 49 - STARTED in background (active_jobs=49)
[16:43:00] REQUEST: 50 - STARTED in background (active_jobs=50)
[16:43:00] REQUEST: 51 - STARTED in background (active_jobs=51)
[16:43:00] REQUEST: 52 - STARTED in background (active_jobs=52)
[16:43:00] REQUEST: 53 - STARTED in background (active_jobs=53)
[16:43:00] REQUEST: 54 - STARTED in background (active_jobs=54)
[16:43:00] REQUEST: 55 - STARTED in background (active_jobs=55)
[16:43:00] REQUEST: 56 - STARTED in background (active_jobs=56)
[16:43:00] REQUEST: 57 - STARTED in background (active_jobs=57)
[16:43:00] REQUEST: 58 - STARTED in background (active_jobs=58)
[16:43:00] REQUEST: 59 - STARTED in background (active_jobs=59)
[16:43:00] REQUEST: 60 - STARTED in background (active_jobs=60)
[16:43:00] REQUEST: 61 - STARTED in background (active_jobs=61)
[16:43:00] REQUEST: 62 - STARTED in background (active_jobs=62)
[16:43:00] REQUEST: 63 - STARTED in background (active_jobs=63)
[16:43:00] REQUEST: 64 - STARTED in background (active_jobs=64)
[16:43:00] REQUEST: 65 - STARTED in background (active_jobs=65)
[16:43:00] REQUEST: 66 - STARTED in background (active_jobs=66)
[16:43:00] REQUEST: 67 - STARTED in background (active_jobs=67)
[16:43:00] REQUEST: 68 - STARTED in background (active_jobs=68)
[16:43:00] REQUEST: 69 - STARTED in background (active_jobs=69)
[16:43:00] REQUEST: 70 - STARTED in background (active_jobs=70)
[16:43:00] REQUEST: 71 - STARTED in background (active_jobs=71)
[16:43:00] REQUEST: 72 - STARTED in background (active_jobs=72)
[16:43:00] REQUEST: 73 - STARTED in background (active_jobs=73)
[16:43:00] REQUEST: 74 - STARTED in background (active_jobs=74)
[16:43:00] REQUEST: 75 - STARTED in background (active_jobs=75)
[16:43:00] REQUEST: 76 - STARTED in background (active_jobs=76)
[16:43:00] REQUEST: 77 - STARTED in background (active_jobs=77)
[16:43:00] REQUEST: 78 - STARTED in background (active_jobs=78)
[16:43:00] REQUEST: 79 - STARTED in background (active_jobs=79)
[16:43:00] REQUEST: 80 - STARTED in background (active_jobs=80)
[16:43:00] REQUEST: 81 - STARTED in background (active_jobs=81)
[16:43:00] REQUEST: 82 - STARTED in background (active_jobs=82)
[16:43:00] REQUEST: 83 - STARTED in background (active_jobs=83)
[16:43:00] REQUEST: 84 - STARTED in background (active_jobs=84)
[16:43:00] REQUEST: 85 - STARTED in background (active_jobs=85)
[16:43:00] REQUEST: 86 - STARTED in background (active_jobs=86)
[16:43:00] REQUEST: 87 - STARTED in background (active_jobs=87)
[16:43:00] REQUEST: 88 - STARTED in background (active_jobs=88)
[16:43:00] REQUEST: 89 - STARTED in background (active_jobs=89)
[16:43:00] REQUEST: 90 - STARTED in background (active_jobs=90)
[16:43:00] REQUEST: 91 - STARTED in background (active_jobs=91)
[16:43:00] REQUEST: 92 - STARTED in background (active_jobs=92)
[16:43:00] REQUEST: 93 - STARTED in background (active_jobs=93)
[16:43:00] REQUEST: 94 - STARTED in background (active_jobs=94)
[16:43:00] REQUEST: 95 - STARTED in background (active_jobs=95)
[16:43:00] REQUEST: 96 - STARTED in background (active_jobs=96)
[16:43:01] REQUEST: 97 - STARTED in background (active_jobs=97)
[16:43:01] REQUEST: 98 - STARTED in background (active_jobs=98)
[16:43:01] REQUEST: 99 - STARTED in background (active_jobs=99)
[16:43:01] REQUEST: 100 - STARTED in background (active_jobs=100)
[16:43:01] REQUEST: 101 - STARTED in background (active_jobs=101)
[16:43:01] REQUEST: 102 - STARTED in background (active_jobs=102)
[16:43:01] REQUEST: 103 - STARTED in background (active_jobs=103)
[16:43:01] REQUEST: 104 - STARTED in background (active_jobs=104)
[16:43:01] REQUEST: 105 - STARTED in background (active_jobs=105)
[16:43:01] REQUEST: 106 - STARTED in background (active_jobs=106)
[16:43:01] REQUEST: 107 - STARTED in background (active_jobs=107)
[16:43:01] REQUEST: 108 - STARTED in background (active_jobs=108)
[16:43:01] REQUEST: 109 - STARTED in background (active_jobs=109)
[16:43:01] REQUEST: 110 - STARTED in background (active_jobs=110)
[16:43:01] REQUEST: 111 - STARTED in background (active_jobs=111)
[16:43:01] REQUEST: 112 - STARTED in background (active_jobs=112)
[16:43:01] REQUEST: 113 - STARTED in background (active_jobs=113)
[16:43:01] REQUEST: 114 - STARTED in background (active_jobs=114)
[16:43:01] REQUEST: 115 - STARTED in background (active_jobs=115)
[16:43:01] REQUEST: 116 - STARTED in background (active_jobs=116)
[16:43:01] REQUEST: 117 - STARTED in background (active_jobs=117)
[16:43:01] REQUEST: 118 - STARTED in background (active_jobs=118)
[16:43:01] REQUEST: 119 - STARTED in background (active_jobs=119)
[16:43:01] REQUEST: 120 - STARTED in background (active_jobs=120)
[16:43:01] REQUEST: 121 - STARTED in background (active_jobs=121)
[16:43:01] REQUEST: 122 - STARTED in background (active_jobs=122)
[16:43:01] REQUEST: 123 - STARTED in background (active_jobs=123)
[16:43:01] REQUEST: 124 - STARTED in background (active_jobs=124)
[16:43:01] REQUEST: 125 - STARTED in background (active_jobs=125)
[16:43:01] REQUEST: 126 - STARTED in background (active_jobs=126)
[16:43:01] REQUEST: 127 - STARTED in background (active_jobs=127)
[16:43:01] REQUEST: 128 - STARTED in background (active_jobs=128)
[16:43:01] REQUEST: 129 - STARTED in background (active_jobs=129)
[16:43:01] REQUEST: 130 - STARTED in background (active_jobs=130)
[16:43:01] REQUEST: 131 - STARTED in background (active_jobs=131)
[16:43:01] REQUEST: 132 - STARTED in background (active_jobs=132)
[16:43:01] REQUEST: 133 - STARTED in background (active_jobs=133)
[16:43:01] REQUEST: 134 - STARTED in background (active_jobs=134)
[16:43:01] REQUEST: 135 - STARTED in background (active_jobs=135)
[16:43:01] REQUEST: 136 - STARTED in background (active_jobs=136)
[16:43:01] REQUEST: 137 - STARTED in background (active_jobs=137)
[16:43:01] REQUEST: 138 - STARTED in background (active_jobs=138)
[16:43:01] REQUEST: 139 - STARTED in background (active_jobs=139)
[16:43:01] REQUEST: 140 - STARTED in background (active_jobs=140)
[16:43:01] REQUEST: 141 - STARTED in background (active_jobs=141)
[16:43:01] REQUEST: 142 - STARTED in background (active_jobs=142)
[16:43:01] REQUEST: 143 - STARTED in background (active_jobs=143)
[16:43:01] REQUEST: 144 - STARTED in background (active_jobs=144)
[16:43:01] REQUEST: 145 - STARTED in background (active_jobs=145)
[16:43:01] REQUEST: 146 - STARTED in background (active_jobs=146)
[16:43:01] REQUEST: 147 - STARTED in background (active_jobs=147)
[16:43:01] REQUEST: 148 - STARTED in background (active_jobs=148)
[16:43:01] REQUEST: 149 - STARTED in background (active_jobs=149)
[16:43:01] REQUEST: 150 - STARTED in background (active_jobs=150)
[16:43:01] REQUEST: 151 - STARTED in background (active_jobs=151)
[16:43:01] REQUEST: 152 - STARTED in background (active_jobs=152)
[16:43:01] REQUEST: 153 - STARTED in background (active_jobs=153)
[16:43:01] REQUEST: 154 - STARTED in background (active_jobs=154)
[16:43:01] REQUEST: 155 - STARTED in background (active_jobs=155)
[16:43:01] REQUEST: 156 - STARTED in background (active_jobs=156)
[16:43:01] REQUEST: 157 - STARTED in background (active_jobs=157)
[16:43:01] REQUEST: 158 - STARTED in background (active_jobs=158)
[16:43:01] REQUEST: 159 - STARTED in background (active_jobs=159)
[16:43:01] REQUEST: 160 - STARTED in background (active_jobs=160)
[16:43:01] REQUEST: 161 - STARTED in background (active_jobs=161)
[16:43:01] REQUEST: 162 - STARTED in background (active_jobs=162)
[16:43:01] REQUEST: 163 - STARTED in background (active_jobs=163)
[16:43:01] REQUEST: 164 - STARTED in background (active_jobs=164)
[16:43:01] REQUEST: 165 - STARTED in background (active_jobs=165)
[16:43:01] REQUEST: 166 - STARTED in background (active_jobs=166)
[16:43:01] REQUEST: 167 - STARTED in background (active_jobs=167)
[16:43:01] REQUEST: 168 - STARTED in background (active_jobs=168)
[16:43:01] REQUEST: 169 - STARTED in background (active_jobs=169)
[16:43:01] REQUEST: 170 - STARTED in background (active_jobs=170)
[16:43:01] REQUEST: 171 - STARTED in background (active_jobs=171)
[16:43:01] REQUEST: 172 - STARTED in background (active_jobs=172)
[16:43:01] REQUEST: 173 - STARTED in background (active_jobs=173)
[16:43:01] REQUEST: 174 - STARTED in background (active_jobs=174)
[16:43:01] REQUEST: 175 - STARTED in background (active_jobs=175)
[16:43:01] REQUEST: 176 - STARTED in background (active_jobs=176)
[16:43:01] REQUEST: 177 - STARTED in background (active_jobs=177)
[16:43:01] REQUEST: 178 - STARTED in background (active_jobs=178)
[16:43:01] REQUEST: 179 - STARTED in background (active_jobs=179)
[16:43:01] REQUEST: 180 - STARTED in background (active_jobs=180)
[16:43:01] REQUEST: 181 - STARTED in background (active_jobs=181)
[16:43:01] REQUEST: 182 - STARTED in background (active_jobs=182)
[16:43:01] REQUEST: 183 - STARTED in background (active_jobs=183)
[16:43:01] REQUEST: 184 - STARTED in background (active_jobs=184)
[16:43:01] REQUEST: 185 - STARTED in background (active_jobs=185)
[16:43:01] REQUEST: 186 - STARTED in background (active_jobs=186)
[16:43:01] REQUEST: 187 - STARTED in background (active_jobs=187)
[16:43:01] REQUEST: 188 - STARTED in background (active_jobs=188)
[16:43:01] REQUEST: 189 - STARTED in background (active_jobs=189)
[16:43:01] REQUEST: 190 - STARTED in background (active_jobs=190)
[16:43:01] REQUEST: 191 - STARTED in background (active_jobs=191)
[16:43:01] REQUEST: 192 - STARTED in background (active_jobs=192)
[16:43:01] REQUEST: 193 - STARTED in background (active_jobs=193)
[16:43:01] REQUEST: 194 - STARTED in background (active_jobs=194)
[16:43:01] REQUEST: 195 - STARTED in background (active_jobs=195)
[16:43:01] REQUEST: 196 - STARTED in background (active_jobs=196)
[16:43:01] REQUEST: 197 - STARTED in background (active_jobs=197)
[16:43:01] REQUEST: 198 - STARTED in background (active_jobs=198)
[16:43:01] REQUEST: 199 - STARTED in background (active_jobs=199)
[16:43:01] REQUEST: 200 - STARTED in background (active_jobs=200)
[16:43:01] REQUEST: 201 - STARTED in background (active_jobs=201)
[16:43:01] REQUEST: 202 - STARTED in background (active_jobs=202)
[16:43:01] REQUEST: 203 - STARTED in background (active_jobs=203)
[16:43:01] REQUEST: 204 - STARTED in background (active_jobs=204)
[16:43:01] REQUEST: 205 - STARTED in background (active_jobs=205)
[16:43:01] REQUEST: 206 - STARTED in background (active_jobs=206)
[16:43:01] REQUEST: 207 - STARTED in background (active_jobs=207)
[16:43:01] REQUEST: 208 - STARTED in background (active_jobs=208)
[16:43:01] REQUEST: 209 - STARTED in background (active_jobs=209)
[16:43:01] REQUEST: 210 - STARTED in background (active_jobs=210)
[16:43:01] REQUEST: 211 - STARTED in background (active_jobs=211)
[16:43:01] REQUEST: 212 - STARTED in background (active_jobs=212)
[16:43:01] REQUEST: 213 - STARTED in background (active_jobs=213)
[16:43:01] REQUEST: 214 - STARTED in background (active_jobs=214)
[16:43:01] REQUEST: 215 - STARTED in background (active_jobs=215)
[16:43:01] REQUEST: 216 - STARTED in background (active_jobs=216)
[16:43:01] REQUEST: 217 - STARTED in background (active_jobs=217)
[16:43:01] REQUEST: 218 - STARTED in background (active_jobs=218)
[16:43:01] REQUEST: 219 - STARTED in background (active_jobs=219)
[16:43:01] REQUEST: 220 - STARTED in background (active_jobs=220)
[16:43:01] REQUEST: 221 - STARTED in background (active_jobs=221)
[16:43:01] REQUEST: 222 - STARTED in background (active_jobs=222)
[16:43:01] REQUEST: 223 - STARTED in background (active_jobs=223)
[16:43:01] REQUEST: 224 - STARTED in background (active_jobs=224)
[16:43:01] REQUEST: 225 - STARTED in background (active_jobs=225)
[16:43:01] REQUEST: 226 - STARTED in background (active_jobs=226)
[16:43:01] REQUEST: 227 - STARTED in background (active_jobs=227)
[16:43:01] REQUEST: 228 - STARTED in background (active_jobs=228)
[16:43:01] REQUEST: 229 - STARTED in background (active_jobs=229)
[16:43:01] REQUEST: 230 - STARTED in background (active_jobs=230)
[16:43:01] REQUEST: 231 - STARTED in background (active_jobs=231)
[16:43:01] REQUEST: 232 - STARTED in background (active_jobs=232)
[16:43:01] REQUEST: 233 - STARTED in background (active_jobs=233)
[16:43:01] REQUEST: 234 - STARTED in background (active_jobs=234)
[16:43:01] REQUEST: 235 - STARTED in background (active_jobs=235)
[16:43:01] REQUEST: 236 - STARTED in background (active_jobs=236)
[16:43:01] REQUEST: 237 - STARTED in background (active_jobs=237)
[16:43:01] REQUEST: 238 - STARTED in background (active_jobs=238)
[16:43:01] REQUEST: 239 - STARTED in background (active_jobs=239)
[16:43:01] REQUEST: 240 - STARTED in background (active_jobs=240)
[16:43:01] REQUEST: 241 - STARTED in background (active_jobs=241)
[16:43:01] REQUEST: 242 - STARTED in background (active_jobs=242)
[16:43:01] REQUEST: 243 - STARTED in background (active_jobs=243)
[16:43:01] REQUEST: 244 - STARTED in background (active_jobs=244)
[16:43:01] REQUEST: 245 - STARTED in background (active_jobs=245)
[16:43:01] REQUEST: 246 - STARTED in background (active_jobs=246)
[16:43:01] REQUEST: 247 - STARTED in background (active_jobs=247)
[16:43:01] REQUEST: 248 - STARTED in background (active_jobs=248)
[16:43:01] REQUEST: 249 - STARTED in background (active_jobs=249)
[16:43:01] REQUEST: 250 - STARTED in background (active_jobs=250)
[16:43:01] REQUEST: 6 - COMPLETED
[16:43:01] REQUEST: 251 - STARTED in background (active_jobs=251)
[16:43:01] REQUEST: 252 - STARTED in background (active_jobs=252)
[16:43:01] REQUEST: 253 - STARTED in background (active_jobs=253)
[16:43:01] REQUEST: 254 - STARTED in background (active_jobs=254)
[16:43:01] REQUEST: 255 - STARTED in background (active_jobs=255)
[16:43:01] REQUEST: 256 - STARTED in background (active_jobs=256)
[16:43:01] REQUEST: 257 - STARTED in background (active_jobs=257)
[16:43:01] REQUEST: 258 - STARTED in background (active_jobs=258)
[16:43:01] REQUEST: 259 - STARTED in background (active_jobs=259)
[16:43:01] REQUEST: 260 - STARTED in background (active_jobs=260)
[16:43:01] REQUEST: 261 - STARTED in background (active_jobs=261)
[16:43:01] REQUEST: 262 - STARTED in background (active_jobs=262)
[16:43:01] REQUEST: 263 - STARTED in background (active_jobs=263)
[16:43:01] REQUEST: 264 - STARTED in background (active_jobs=264)
[16:43:01] REQUEST: 265 - STARTED in background (active_jobs=265)
[16:43:01] REQUEST: 266 - STARTED in background (active_jobs=266)
[16:43:01] REQUEST: 267 - STARTED in background (active_jobs=267)
[16:43:01] REQUEST: 268 - STARTED in background (active_jobs=268)
[16:43:01] REQUEST: 269 - STARTED in background (active_jobs=269)
[16:43:01] REQUEST: 270 - STARTED in background (active_jobs=270)
[16:43:01] REQUEST: 271 - STARTED in background (active_jobs=271)
[16:43:01] REQUEST: 272 - STARTED in background (active_jobs=272)
[16:43:01] REQUEST: 273 - STARTED in background (active_jobs=273)
[16:43:01] REQUEST: 274 - STARTED in background (active_jobs=274)
[16:43:01] REQUEST: 275 - STARTED in background (active_jobs=275)
[16:43:01] REQUEST: 276 - STARTED in background (active_jobs=276)
[16:43:01] REQUEST: 277 - STARTED in background (active_jobs=277)
[16:43:01] REQUEST: 278 - STARTED in background (active_jobs=278)
[16:43:01] REQUEST: 279 - STARTED in background (active_jobs=279)
[16:43:01] REQUEST: 280 - STARTED in background (active_jobs=280)
[16:43:01] REQUEST: 281 - STARTED in background (active_jobs=281)
[16:43:01] REQUEST: 282 - STARTED in background (active_jobs=282)
[16:43:01] REQUEST: 283 - STARTED in background (active_jobs=283)
[16:43:01] REQUEST: 284 - STARTED in background (active_jobs=284)
[16:43:01] REQUEST: 285 - STARTED in background (active_jobs=285)
[16:43:01] REQUEST: 286 - STARTED in background (active_jobs=286)
[16:43:01] REQUEST: 287 - STARTED in background (active_jobs=287)
[16:43:01] REQUEST: 288 - STARTED in background (active_jobs=288)
[16:43:01] REQUEST: 289 - STARTED in background (active_jobs=289)
[16:43:01] REQUEST: 290 - STARTED in background (active_jobs=290)
[16:43:01] REQUEST: 291 - STARTED in background (active_jobs=291)
[16:43:01] REQUEST: 292 - STARTED in background (active_jobs=292)
[16:43:01] REQUEST: 293 - STARTED in background (active_jobs=293)
[16:43:01] REQUEST: 294 - STARTED in background (active_jobs=294)
[16:43:01] REQUEST: 295 - STARTED in background (active_jobs=295)
[16:43:01] REQUEST: 296 - STARTED in background (active_jobs=296)
[16:43:01] REQUEST: 297 - STARTED in background (active_jobs=297)
