[16:40:31] Starting load test
[16:40:31] MIG Config: all-1g.5gb
[16:40:31] Ollama Replicas: 7
[16:40:31] Total requests: 300
[16:40:31] Concurrency: 300
[16:40:31] Output tokens (effort): 25
[16:40:31] Prometheus URL: http://10.146.0.55:30090
[16:40:31] DCGM/Prometheus nominal sample interval: 5s
[16:40:31] Delayed activity wait timeout: 25s
[16:40:31] Checking required DCGM metrics
Prometheus preflight OK (DCGM_FI_PROF_GR_ENGINE_ACTIVE=7, DCGM_FI_PROF_DRAM_ACTIVE=7, DCGM_FI_DEV_FB_USED=7, DCGM_FI_DEV_FB_FREE=7, DCGM_FI_DEV_POWER_USAGE=7)
[16:40:31] REQUEST: 1 - STARTED in background (active_jobs=1)
[16:40:31] REQUEST: 2 - STARTED in background (active_jobs=2)
[16:40:31] REQUEST: 3 - STARTED in background (active_jobs=3)
[16:40:31] REQUEST: 4 - STARTED in background (active_jobs=4)
[16:40:31] REQUEST: 5 - STARTED in background (active_jobs=5)
[16:40:31] REQUEST: 6 - STARTED in background (active_jobs=6)
[16:40:31] REQUEST: 7 - STARTED in background (active_jobs=7)
[16:40:31] REQUEST: 8 - STARTED in background (active_jobs=8)
[16:40:31] REQUEST: 9 - STARTED in background (active_jobs=9)
[16:40:31] REQUEST: 10 - STARTED in background (active_jobs=10)
[16:40:31] REQUEST: 11 - STARTED in background (active_jobs=11)
[16:40:31] REQUEST: 12 - STARTED in background (active_jobs=12)
[16:40:31] REQUEST: 13 - STARTED in background (active_jobs=13)
[16:40:31] REQUEST: 14 - STARTED in background (active_jobs=14)
[16:40:31] REQUEST: 15 - STARTED in background (active_jobs=15)
[16:40:31] REQUEST: 16 - STARTED in background (active_jobs=16)
[16:40:31] REQUEST: 17 - STARTED in background (active_jobs=17)
[16:40:31] REQUEST: 18 - STARTED in background (active_jobs=18)
[16:40:31] REQUEST: 19 - STARTED in background (active_jobs=19)
[16:40:31] REQUEST: 20 - STARTED in background (active_jobs=20)
[16:40:31] REQUEST: 21 - STARTED in background (active_jobs=21)
[16:40:31] REQUEST: 22 - STARTED in background (active_jobs=22)
[16:40:31] REQUEST: 23 - STARTED in background (active_jobs=23)
[16:40:31] REQUEST: 24 - STARTED in background (active_jobs=24)
[16:40:31] REQUEST: 25 - STARTED in background (active_jobs=25)
[16:40:31] REQUEST: 26 - STARTED in background (active_jobs=26)
[16:40:31] REQUEST: 27 - STARTED in background (active_jobs=27)
[16:40:31] REQUEST: 28 - STARTED in background (active_jobs=28)
[16:40:31] REQUEST: 29 - STARTED in background (active_jobs=29)
[16:40:31] REQUEST: 30 - STARTED in background (active_jobs=30)
[16:40:31] REQUEST: 31 - STARTED in background (active_jobs=31)
[16:40:31] REQUEST: 32 - STARTED in background (active_jobs=32)
[16:40:31] REQUEST: 33 - STARTED in background (active_jobs=33)
[16:40:31] REQUEST: 34 - STARTED in background (active_jobs=34)
[16:40:31] REQUEST: 35 - STARTED in background (active_jobs=35)
[16:40:31] REQUEST: 36 - STARTED in background (active_jobs=36)
[16:40:31] REQUEST: 37 - STARTED in background (active_jobs=37)
[16:40:31] REQUEST: 38 - STARTED in background (active_jobs=38)
[16:40:31] REQUEST: 39 - STARTED in background (active_jobs=39)
[16:40:31] REQUEST: 40 - STARTED in background (active_jobs=40)
[16:40:31] REQUEST: 41 - STARTED in background (active_jobs=41)
[16:40:31] REQUEST: 42 - STARTED in background (active_jobs=42)
[16:40:31] REQUEST: 43 - STARTED in background (active_jobs=43)
[16:40:31] REQUEST: 44 - STARTED in background (active_jobs=44)
[16:40:31] REQUEST: 45 - STARTED in background (active_jobs=45)
[16:40:31] REQUEST: 46 - STARTED in background (active_jobs=46)
[16:40:31] REQUEST: 47 - STARTED in background (active_jobs=47)
[16:40:31] REQUEST: 48 - STARTED in background (active_jobs=48)
[16:40:31] REQUEST: 49 - STARTED in background (active_jobs=49)
[16:40:31] REQUEST: 50 - STARTED in background (active_jobs=50)
[16:40:31] REQUEST: 51 - STARTED in background (active_jobs=51)
[16:40:31] REQUEST: 52 - STARTED in background (active_jobs=52)
[16:40:31] REQUEST: 53 - STARTED in background (active_jobs=53)
[16:40:31] REQUEST: 54 - STARTED in background (active_jobs=54)
[16:40:31] REQUEST: 55 - STARTED in background (active_jobs=55)
[16:40:31] REQUEST: 56 - STARTED in background (active_jobs=56)
[16:40:31] REQUEST: 57 - STARTED in background (active_jobs=57)
