[16:56:20] Starting load test
[16:56:20] MIG Config: all-7g.40gb
[16:56:20] Ollama Replicas: 1
[16:56:20] Total requests: 200
[16:56:20] Concurrency: 200
[16:56:20] Output tokens (effort): 25
[16:56:20] Prometheus URL: http://10.146.0.55:30090
[16:56:21] DCGM/Prometheus nominal sample interval: 5s
[16:56:21] Delayed activity wait timeout: 25s
[16:56:21] Checking required DCGM metrics
Prometheus preflight OK (DCGM_FI_PROF_GR_ENGINE_ACTIVE=1, DCGM_FI_PROF_DRAM_ACTIVE=1, DCGM_FI_DEV_FB_USED=1, DCGM_FI_DEV_FB_FREE=1, DCGM_FI_DEV_POWER_USAGE=1)
[16:56:21] REQUEST: 1 - STARTED in background (active_jobs=1)
[16:56:21] REQUEST: 2 - STARTED in background (active_jobs=2)
[16:56:21] REQUEST: 3 - STARTED in background (active_jobs=3)
[16:56:21] REQUEST: 4 - STARTED in background (active_jobs=4)
[16:56:21] REQUEST: 5 - STARTED in background (active_jobs=5)
[16:56:21] REQUEST: 6 - STARTED in background (active_jobs=6)
[16:56:21] REQUEST: 7 - STARTED in background (active_jobs=7)
[16:56:21] REQUEST: 8 - STARTED in background (active_jobs=8)
[16:56:21] REQUEST: 9 - STARTED in background (active_jobs=9)
[16:56:21] REQUEST: 10 - STARTED in background (active_jobs=10)
[16:56:21] REQUEST: 11 - STARTED in background (active_jobs=11)
[16:56:21] REQUEST: 12 - STARTED in background (active_jobs=12)
[16:56:21] REQUEST: 13 - STARTED in background (active_jobs=13)
[16:56:21] REQUEST: 14 - STARTED in background (active_jobs=14)
[16:56:21] REQUEST: 15 - STARTED in background (active_jobs=15)
[16:56:21] REQUEST: 16 - STARTED in background (active_jobs=16)
[16:56:21] REQUEST: 17 - STARTED in background (active_jobs=17)
[16:56:21] REQUEST: 18 - STARTED in background (active_jobs=18)
[16:56:21] REQUEST: 19 - STARTED in background (active_jobs=19)
[16:56:21] REQUEST: 20 - STARTED in background (active_jobs=20)
[16:56:21] REQUEST: 21 - STARTED in background (active_jobs=21)
[16:56:21] REQUEST: 22 - STARTED in background (active_jobs=22)
[16:56:21] REQUEST: 23 - STARTED in background (active_jobs=23)
[16:56:21] REQUEST: 24 - STARTED in background (active_jobs=24)
[16:56:21] REQUEST: 25 - STARTED in background (active_jobs=25)
[16:56:21] REQUEST: 26 - STARTED in background (active_jobs=26)
[16:56:21] REQUEST: 27 - STARTED in background (active_jobs=27)
[16:56:21] REQUEST: 28 - STARTED in background (active_jobs=28)
[16:56:21] REQUEST: 29 - STARTED in background (active_jobs=29)
[16:56:21] REQUEST: 30 - STARTED in background (active_jobs=30)
[16:56:21] REQUEST: 31 - STARTED in background (active_jobs=31)
[16:56:21] REQUEST: 32 - STARTED in background (active_jobs=32)
[16:56:21] REQUEST: 33 - STARTED in background (active_jobs=33)
[16:56:21] REQUEST: 34 - STARTED in background (active_jobs=34)
[16:56:21] REQUEST: 35 - STARTED in background (active_jobs=35)
[16:56:21] REQUEST: 36 - STARTED in background (active_jobs=36)
[16:56:21] REQUEST: 37 - STARTED in background (active_jobs=37)
[16:56:21] REQUEST: 38 - STARTED in background (active_jobs=38)
[16:56:21] REQUEST: 39 - STARTED in background (active_jobs=39)
[16:56:21] REQUEST: 40 - STARTED in background (active_jobs=40)
[16:56:21] REQUEST: 41 - STARTED in background (active_jobs=41)
[16:56:21] REQUEST: 42 - STARTED in background (active_jobs=42)
[16:56:21] REQUEST: 43 - STARTED in background (active_jobs=43)
[16:56:21] REQUEST: 44 - STARTED in background (active_jobs=44)
[16:56:21] REQUEST: 45 - STARTED in background (active_jobs=45)
[16:56:21] REQUEST: 46 - STARTED in background (active_jobs=46)
[16:56:21] REQUEST: 47 - STARTED in background (active_jobs=47)
[16:56:21] REQUEST: 48 - STARTED in background (active_jobs=48)
[16:56:21] REQUEST: 49 - STARTED in background (active_jobs=49)
[16:56:21] REQUEST: 50 - STARTED in background (active_jobs=50)
[16:56:21] REQUEST: 51 - STARTED in background (active_jobs=51)
[16:56:21] REQUEST: 52 - STARTED in background (active_jobs=52)
[16:56:21] REQUEST: 53 - STARTED in background (active_jobs=53)
[16:56:21] REQUEST: 54 - STARTED in background (active_jobs=54)
[16:56:21] REQUEST: 55 - STARTED in background (active_jobs=55)
[16:56:21] REQUEST: 56 - STARTED in background (active_jobs=56)
[16:56:21] REQUEST: 57 - STARTED in background (active_jobs=57)
[16:56:21] REQUEST: 58 - STARTED in background (active_jobs=58)
[16:56:21] REQUEST: 59 - STARTED in background (active_jobs=59)
[16:56:21] REQUEST: 60 - STARTED in background (active_jobs=60)
[16:56:21] REQUEST: 61 - STARTED in background (active_jobs=61)
[16:56:21] REQUEST: 62 - STARTED in background (active_jobs=62)
[16:56:21] REQUEST: 63 - STARTED in background (active_jobs=63)
[16:56:21] REQUEST: 64 - STARTED in background (active_jobs=64)
[16:56:21] REQUEST: 65 - STARTED in background (active_jobs=65)
[16:56:21] REQUEST: 66 - STARTED in background (active_jobs=66)
[16:56:21] REQUEST: 67 - STARTED in background (active_jobs=67)
[16:56:21] REQUEST: 68 - STARTED in background (active_jobs=68)
[16:56:21] REQUEST: 69 - STARTED in background (active_jobs=69)
[16:56:21] REQUEST: 70 - STARTED in background (active_jobs=70)
[16:56:21] REQUEST: 71 - STARTED in background (active_jobs=71)
[16:56:21] REQUEST: 72 - STARTED in background (active_jobs=72)
[16:56:21] REQUEST: 73 - STARTED in background (active_jobs=73)
[16:56:21] REQUEST: 74 - STARTED in background (active_jobs=74)
[16:56:21] REQUEST: 75 - STARTED in background (active_jobs=75)
[16:56:21] REQUEST: 76 - STARTED in background (active_jobs=76)
[16:56:21] REQUEST: 77 - STARTED in background (active_jobs=77)
[16:56:21] REQUEST: 78 - STARTED in background (active_jobs=78)
[16:56:21] REQUEST: 79 - STARTED in background (active_jobs=79)
[16:56:21] REQUEST: 80 - STARTED in background (active_jobs=80)
[16:56:21] REQUEST: 81 - STARTED in background (active_jobs=81)
[16:56:21] REQUEST: 82 - STARTED in background (active_jobs=82)
[16:56:21] REQUEST: 83 - STARTED in background (active_jobs=83)
[16:56:21] REQUEST: 84 - STARTED in background (active_jobs=84)
[16:56:21] REQUEST: 85 - STARTED in background (active_jobs=85)
[16:56:21] REQUEST: 86 - STARTED in background (active_jobs=86)
[16:56:21] REQUEST: 87 - STARTED in background (active_jobs=87)
[16:56:21] REQUEST: 88 - STARTED in background (active_jobs=88)
[16:56:21] REQUEST: 89 - STARTED in background (active_jobs=89)
[16:56:21] REQUEST: 90 - STARTED in background (active_jobs=90)
[16:56:21] REQUEST: 91 - STARTED in background (active_jobs=91)
[16:56:21] REQUEST: 92 - STARTED in background (active_jobs=92)
[16:56:21] REQUEST: 93 - STARTED in background (active_jobs=93)
[16:56:21] REQUEST: 94 - STARTED in background (active_jobs=94)
