[17:28:35] Starting load test
[17:28:35] MIG Config: all-3g.20gb
[17:28:35] Ollama Replicas: 1
[17:28:35] Total requests: 200
[17:28:35] Concurrency: 200
[17:28:35] Output tokens (effort): 25
[17:28:35] Prometheus URL: http://10.146.0.55:30090
[17:28:35] DCGM/Prometheus nominal sample interval: 5s
[17:28:35] Delayed activity wait timeout: 25s
[17:28:35] Checking required DCGM metrics
Prometheus preflight OK (DCGM_FI_PROF_GR_ENGINE_ACTIVE=2, DCGM_FI_PROF_DRAM_ACTIVE=2, DCGM_FI_DEV_FB_USED=2, DCGM_FI_DEV_FB_FREE=2, DCGM_FI_DEV_POWER_USAGE=2)
[17:28:35] REQUEST: 1 - STARTED in background (active_jobs=1)
[17:28:35] REQUEST: 2 - STARTED in background (active_jobs=2)
[17:28:35] REQUEST: 3 - STARTED in background (active_jobs=3)
[17:28:35] REQUEST: 4 - STARTED in background (active_jobs=4)
[17:28:35] REQUEST: 5 - STARTED in background (active_jobs=5)
[17:28:35] REQUEST: 6 - STARTED in background (active_jobs=6)
[17:28:35] REQUEST: 7 - STARTED in background (active_jobs=7)
[17:28:35] REQUEST: 8 - STARTED in background (active_jobs=8)
[17:28:35] REQUEST: 9 - STARTED in background (active_jobs=9)
[17:28:35] REQUEST: 10 - STARTED in background (active_jobs=10)
[17:28:35] REQUEST: 11 - STARTED in background (active_jobs=11)
[17:28:35] REQUEST: 12 - STARTED in background (active_jobs=12)
[17:28:35] REQUEST: 13 - STARTED in background (active_jobs=13)
[17:28:35] REQUEST: 14 - STARTED in background (active_jobs=14)
[17:28:35] REQUEST: 15 - STARTED in background (active_jobs=15)
[17:28:35] REQUEST: 16 - STARTED in background (active_jobs=16)
[17:28:35] REQUEST: 17 - STARTED in background (active_jobs=17)
[17:28:35] REQUEST: 18 - STARTED in background (active_jobs=18)
[17:28:35] REQUEST: 19 - STARTED in background (active_jobs=19)
[17:28:35] REQUEST: 20 - STARTED in background (active_jobs=20)
[17:28:35] REQUEST: 21 - STARTED in background (active_jobs=21)
[17:28:35] REQUEST: 22 - STARTED in background (active_jobs=22)
[17:28:35] REQUEST: 23 - STARTED in background (active_jobs=23)
[17:28:35] REQUEST: 24 - STARTED in background (active_jobs=24)
[17:28:35] REQUEST: 25 - STARTED in background (active_jobs=25)
