[16:59:09] Starting load test
[16:59:09] MIG Config: all-7g.40gb
[16:59:09] Ollama Replicas: 1
[16:59:09] Total requests: 400
[16:59:09] Concurrency: 400
[16:59:09] Output tokens (effort): 25
[16:59:09] Prometheus URL: http://10.146.0.55:30090
[16:59:09] DCGM/Prometheus nominal sample interval: 5s
[16:59:09] Delayed activity wait timeout: 25s
[16:59:09] Checking required DCGM metrics
Prometheus preflight OK (DCGM_FI_PROF_GR_ENGINE_ACTIVE=1, DCGM_FI_PROF_DRAM_ACTIVE=1, DCGM_FI_DEV_FB_USED=1, DCGM_FI_DEV_FB_FREE=1, DCGM_FI_DEV_POWER_USAGE=1)
[16:59:09] REQUEST: 1 - STARTED in background (active_jobs=1)
[16:59:09] REQUEST: 2 - STARTED in background (active_jobs=2)
[16:59:09] REQUEST: 3 - STARTED in background (active_jobs=3)
[16:59:09] REQUEST: 4 - STARTED in background (active_jobs=4)
[16:59:09] REQUEST: 5 - STARTED in background (active_jobs=5)
[16:59:09] REQUEST: 6 - STARTED in background (active_jobs=6)
[16:59:09] REQUEST: 7 - STARTED in background (active_jobs=7)
[16:59:09] REQUEST: 8 - STARTED in background (active_jobs=8)
[16:59:09] REQUEST: 9 - STARTED in background (active_jobs=9)
[16:59:09] REQUEST: 10 - STARTED in background (active_jobs=10)
[16:59:09] REQUEST: 11 - STARTED in background (active_jobs=11)
[16:59:09] REQUEST: 12 - STARTED in background (active_jobs=12)
[16:59:09] REQUEST: 13 - STARTED in background (active_jobs=13)
[16:59:09] REQUEST: 14 - STARTED in background (active_jobs=14)
[16:59:09] REQUEST: 15 - STARTED in background (active_jobs=15)
[16:59:09] REQUEST: 16 - STARTED in background (active_jobs=16)
[16:59:09] REQUEST: 17 - STARTED in background (active_jobs=17)
[16:59:09] REQUEST: 18 - STARTED in background (active_jobs=18)
[16:59:09] REQUEST: 19 - STARTED in background (active_jobs=19)
[16:59:09] REQUEST: 20 - STARTED in background (active_jobs=20)
[16:59:09] REQUEST: 21 - STARTED in background (active_jobs=21)
[16:59:09] REQUEST: 22 - STARTED in background (active_jobs=22)
[16:59:09] REQUEST: 23 - STARTED in background (active_jobs=23)
[16:59:09] REQUEST: 24 - STARTED in background (active_jobs=24)
[16:59:09] REQUEST: 25 - STARTED in background (active_jobs=25)
[16:59:09] REQUEST: 26 - STARTED in background (active_jobs=26)
[16:59:09] REQUEST: 27 - STARTED in background (active_jobs=27)
[16:59:09] REQUEST: 28 - STARTED in background (active_jobs=28)
[16:59:09] REQUEST: 29 - STARTED in background (active_jobs=29)
[16:59:09] REQUEST: 30 - STARTED in background (active_jobs=30)
[16:59:09] REQUEST: 31 - STARTED in background (active_jobs=31)
[16:59:09] REQUEST: 32 - STARTED in background (active_jobs=32)
[16:59:09] REQUEST: 33 - STARTED in background (active_jobs=33)
[16:59:09] REQUEST: 34 - STARTED in background (active_jobs=34)
[16:59:09] REQUEST: 35 - STARTED in background (active_jobs=35)
[16:59:09] REQUEST: 36 - STARTED in background (active_jobs=36)
[16:59:09] REQUEST: 37 - STARTED in background (active_jobs=37)
[16:59:09] REQUEST: 38 - STARTED in background (active_jobs=38)
[16:59:09] REQUEST: 39 - STARTED in background (active_jobs=39)
[16:59:09] REQUEST: 40 - STARTED in background (active_jobs=40)
[16:59:09] REQUEST: 41 - STARTED in background (active_jobs=41)
[16:59:09] REQUEST: 42 - STARTED in background (active_jobs=42)
[16:59:09] REQUEST: 43 - STARTED in background (active_jobs=43)
[16:59:09] REQUEST: 44 - STARTED in background (active_jobs=44)
[16:59:09] REQUEST: 45 - STARTED in background (active_jobs=45)
[16:59:09] REQUEST: 46 - STARTED in background (active_jobs=46)
[16:59:09] REQUEST: 47 - STARTED in background (active_jobs=47)
[16:59:09] REQUEST: 48 - STARTED in background (active_jobs=48)
[16:59:09] REQUEST: 49 - STARTED in background (active_jobs=49)
[16:59:09] REQUEST: 50 - STARTED in background (active_jobs=50)
[16:59:09] REQUEST: 51 - STARTED in background (active_jobs=51)
[16:59:09] REQUEST: 52 - STARTED in background (active_jobs=52)
[16:59:09] REQUEST: 53 - STARTED in background (active_jobs=53)
[16:59:09] REQUEST: 54 - STARTED in background (active_jobs=54)
[16:59:09] REQUEST: 55 - STARTED in background (active_jobs=55)
[16:59:09] REQUEST: 56 - STARTED in background (active_jobs=56)
[16:59:09] REQUEST: 57 - STARTED in background (active_jobs=57)
[16:59:09] REQUEST: 58 - STARTED in background (active_jobs=58)
[16:59:09] REQUEST: 59 - STARTED in background (active_jobs=59)
[16:59:09] REQUEST: 60 - STARTED in background (active_jobs=60)
[16:59:09] REQUEST: 61 - STARTED in background (active_jobs=61)
[16:59:09] REQUEST: 62 - STARTED in background (active_jobs=62)
[16:59:09] REQUEST: 63 - STARTED in background (active_jobs=63)
[16:59:09] REQUEST: 64 - STARTED in background (active_jobs=64)
[16:59:09] REQUEST: 65 - STARTED in background (active_jobs=65)
[16:59:09] REQUEST: 66 - STARTED in background (active_jobs=66)
[16:59:09] REQUEST: 67 - STARTED in background (active_jobs=67)
[16:59:09] REQUEST: 68 - STARTED in background (active_jobs=68)
[16:59:09] REQUEST: 69 - STARTED in background (active_jobs=69)
[16:59:09] REQUEST: 70 - STARTED in background (active_jobs=70)
[16:59:09] REQUEST: 71 - STARTED in background (active_jobs=71)
[16:59:09] REQUEST: 72 - STARTED in background (active_jobs=72)
[16:59:09] REQUEST: 73 - STARTED in background (active_jobs=73)
[16:59:09] REQUEST: 74 - STARTED in background (active_jobs=74)
[16:59:09] REQUEST: 75 - STARTED in background (active_jobs=75)
[16:59:09] REQUEST: 76 - STARTED in background (active_jobs=76)
[16:59:09] REQUEST: 77 - STARTED in background (active_jobs=77)
[16:59:09] REQUEST: 78 - STARTED in background (active_jobs=78)
[16:59:09] REQUEST: 79 - STARTED in background (active_jobs=79)
[16:59:09] REQUEST: 80 - STARTED in background (active_jobs=80)
[16:59:09] REQUEST: 81 - STARTED in background (active_jobs=81)
[16:59:09] REQUEST: 82 - STARTED in background (active_jobs=82)
[16:59:09] REQUEST: 83 - STARTED in background (active_jobs=83)
[16:59:09] REQUEST: 84 - STARTED in background (active_jobs=84)
