[16:42:12] Starting load test
[16:42:12] MIG Config: all-1g.5gb
[16:42:12] Ollama Replicas: 7
[16:42:12] Total requests: 400
[16:42:12] Concurrency: 400
[16:42:12] Output tokens (effort): 25
[16:42:12] Prometheus URL: http://10.146.0.55:30090
[16:42:12] DCGM/Prometheus nominal sample interval: 5s
[16:42:12] Delayed activity wait timeout: 25s
[16:42:12] Checking required DCGM metrics
Prometheus preflight OK (DCGM_FI_PROF_GR_ENGINE_ACTIVE=7, DCGM_FI_PROF_DRAM_ACTIVE=7, DCGM_FI_DEV_FB_USED=7, DCGM_FI_DEV_FB_FREE=7, DCGM_FI_DEV_POWER_USAGE=7)
[16:42:12] REQUEST: 1 - STARTED in background (active_jobs=1)
[16:42:12] REQUEST: 2 - STARTED in background (active_jobs=2)
[16:42:12] REQUEST: 3 - STARTED in background (active_jobs=3)
[16:42:12] REQUEST: 4 - STARTED in background (active_jobs=4)
[16:42:12] REQUEST: 5 - STARTED in background (active_jobs=5)
[16:42:12] REQUEST: 6 - STARTED in background (active_jobs=6)
[16:42:12] REQUEST: 7 - STARTED in background (active_jobs=7)
[16:42:12] REQUEST: 8 - STARTED in background (active_jobs=8)
[16:42:12] REQUEST: 9 - STARTED in background (active_jobs=9)
[16:42:12] REQUEST: 10 - STARTED in background (active_jobs=10)
[16:42:12] REQUEST: 11 - STARTED in background (active_jobs=11)
[16:42:12] REQUEST: 12 - STARTED in background (active_jobs=12)
[16:42:12] REQUEST: 13 - STARTED in background (active_jobs=13)
[16:42:12] REQUEST: 14 - STARTED in background (active_jobs=14)
[16:42:12] REQUEST: 15 - STARTED in background (active_jobs=15)
[16:42:12] REQUEST: 16 - STARTED in background (active_jobs=16)
[16:42:12] REQUEST: 17 - STARTED in background (active_jobs=17)
[16:42:12] REQUEST: 18 - STARTED in background (active_jobs=18)
[16:42:12] REQUEST: 19 - STARTED in background (active_jobs=19)
[16:42:12] REQUEST: 20 - STARTED in background (active_jobs=20)
[16:42:12] REQUEST: 21 - STARTED in background (active_jobs=21)
[16:42:12] REQUEST: 22 - STARTED in background (active_jobs=22)
